,"Composite Leading Index, Monthly",Country,Date,Mainland
16960,103.1427,South Africa,1980-04-30,
16961,98.75423,United Kingdom,1992-11-30,
16962,,Luxembourg,1966-05-31,
16963,,Chile,1994-06-30,
16964,102.6089,Switzerland,1969-07-31,
16965,104.7619,Mexico,1994-01-31,
16966,95.51993,Hungary,2009-02-28,
16967,101.1331,France,2007-12-31,
16968,99.20194,Switzerland,1995-10-31,
16969,100.0822,Australia,1968-07-31,
16970,99.60629,Norway,2001-09-30,
16971,,Chile,1990-03-31,
16972,,Poland,1978-01-31,
16973,,Russia,1976-06-30,
16974,102.3583,Denmark,1973-06-30,
16975,,Israel,1957-05-31,
16976,99.39217,France,1991-12-31,
16977,,Norway,1965-09-30,
16978,98.79726,Netherlands,2012-09-30,
16979,99.93896,Belgium,1972-04-30,
16980,98.08929,Norway,1988-08-31,
16981,98.29691,Australia,1991-05-31,
16982,,Brazil,1988-03-31,
16983,99.80403,Japan,1982-11-30,
16984,100.4038,Slovak Republic,2008-12-31,
16985,,People's Republic of China.,1993-01-31,100.2441
16986,98.05062,Italy,1983-04-30,
16987,,Israel,1975-03-31,
16988,100.4748,Italy,2014-06-30,
16989,,Hungary,1962-10-31,
16990,,Portugal,1964-08-31,
16991,100.4545,Belgium,2014-04-30,
16992,99.32307,Greece,1995-12-31,
16993,101.7316,Belgium,1979-09-30,
16994,97.06154,Canada,1981-11-30,
16995,100.929,Germany,1999-11-30,
16996,102.9357,Japan,1972-10-31,
16997,99.82172,Canada,1967-08-31,
16998,,New Zealand,1963-08-31,
16999,100.1531,United States,1963-10-31,
17000,103.4977,Finland,2010-11-30,
17001,99.26862,Switzerland,2005-02-28,
17002,98.39397,Austria,1987-07-31,
17003,100.9244,Turkey,2004-07-31,
17004,100.5471,Korea,2005-07-31,
17005,100.0205,Portugal,1988-08-31,
17006,,Indonesia,1963-06-30,
17007,100.0489,Japan,2010-08-31,
17008,101.0483,United States,1968-09-30,
17009,99.87577,Australia,1967-10-31,
17010,97.42265,Turkey,1994-09-30,
17011,102.6583,Sweden,1989-03-31,
17012,101.6998,Sweden,1973-02-28,
17013,99.43163,Sweden,1970-11-30,
17014,100.112,Mexico,2014-11-30,
17015,,Czech Republic,1967-07-31,
17016,,Poland,1969-12-31,
17017,100.9767,France,2010-11-30,
17018,100.6889,Canada,1986-08-31,
17019,,Mexico,1967-10-31,
17020,99.93377,Australia,2004-05-31,
17021,,Israel,1977-09-30,
17022,100.8935,South Africa,2000-04-30,
17023,99.08406,Portugal,2002-03-31,
17024,,Israel,1972-04-30,
17025,,Slovak Republic,1983-07-31,
17026,,India,1964-11-30,
17027,96.62434,Portugal,1993-09-30,
17028,,Norway,1959-01-31,
17029,101.2422,Netherlands,1974-05-31,
17030,,Ireland,1963-10-31,
17031,97.80992,Portugal,2003-01-31,
17032,99.66817,Germany,1987-12-31,
17033,99.89885,Canada,1999-06-30,
17034,101.2447,Japan,2014-02-28,
17035,102.4628,Russia,2006-04-30,
17036,98.92134,France,1974-08-31,
17037,95.57135,Mexico,1982-11-30,
17038,104.7664,Estonia,2006-02-28,
17039,,Korea,1960-10-31,
17040,,Spain,1965-05-31,
17041,99.79161,France,1990-11-30,
17042,99.46169,Israel,2002-03-31,
17043,,South Africa,1965-07-31,
17044,100.1921,Germany,1983-04-30,
17045,104.9454,Japan,1973-04-30,
17046,99.4555,Belgium,1966-07-31,
17047,103.3625,Israel,2007-11-30,
17048,103.2896,Mexico,1981-10-31,
17049,,People's Republic of China.,1955-11-30,
17050,,Czech Republic,1975-01-31,
17051,,People's Republic of China.,1982-01-31,
17052,98.27084,Switzerland,1996-04-30,
17053,,South Africa,1967-05-31,
17054,100.285,France,1970-02-28,
17055,100.9312,Denmark,1985-03-31,
17056,101.8592,Switzerland,1989-11-30,
17057,,People's Republic of China.,1988-12-31,
17058,,Belgium,1961-07-31,
17059,,Turkey,1978-12-31,
17060,98.92403,Portugal,2002-06-30,
17061,98.51199,Norway,1982-03-31,
17062,102.1918,Switzerland,2006-10-31,
17063,98.68874,India,2013-07-31,
17064,103.3181,Turkey,2007-09-30,
17065,99.22366,Greece,1995-07-31,
17066,96.75323,Greece,2012-11-30,
17067,,Chile,1955-09-30,
17068,98.61509,Denmark,2003-11-30,
17069,,Slovak Republic,1978-02-28,
17070,,India,1967-04-30,
17071,101.571,Austria,1980-03-31,
17072,,Brazil,1959-04-30,
17073,,Indonesia,1983-02-28,
17074,,Korea,1978-04-30,
17075,101.9803,New Zealand,2007-02-28,
17076,101.0109,Denmark,2010-06-30,
17077,100.7659,Netherlands,1990-05-31,
17078,100.664,Norway,2011-03-31,
17079,101.5777,Portugal,1998-03-31,
17080,102.0241,Denmark,1986-02-28,
17081,,Norway,1972-06-30,
17082,,India,1965-07-31,
17083,97.78131,Finland,2009-05-31,
17084,98.59129,Spain,2013-04-30,
17085,98.83175,France,1996-02-29,
17086,99.09244,France,2012-12-31,
17087,100.3428,Poland,2015-02-28,
17088,,Korea,1986-06-30,
17089,100.7996,United States,1987-09-30,
17090,100.9339,Mexico,2009-12-31,
17091,97.99385,Brazil,2008-10-31,
17092,101.7501,Turkey,2007-05-31,
17093,,Belgium,1959-12-31,
17094,,Australia,1959-04-30,
17095,99.86069,Austria,2008-06-30,
17096,97.97591,Belgium,2009-07-31,
17097,101.4159,Sweden,1970-01-31,
17098,102.5733,Sweden,1973-11-30,
17099,96.53472,Finland,1992-11-30,
17100,,Slovenia,1973-04-30,
17101,100.2215,United States,1987-02-28,
17102,,Israel,1984-07-31,
17103,,Israel,1984-05-31,
17104,100.172,Finland,2015-01-31,
17105,100.2974,India,1999-02-28,
17106,100.3591,Portugal,1999-03-31,
17107,101.7326,Japan,1978-09-30,
17108,,Hungary,1956-09-30,
17109,100.8523,Poland,1995-03-31,
17110,100.1145,Ireland,1992-06-30,
17111,100.3445,Turkey,2005-05-31,
17112,101.1942,Czech Republic,1995-11-30,
17113,102.4085,Switzerland,2000-08-31,
17114,101.6783,Austria,1980-02-29,
17115,101.3011,Japan,2000-02-29,
17116,,Hungary,1988-12-31,
17117,99.35146,Russia,2001-07-31,
17118,99.97201,Poland,2013-08-31,
17119,,Slovak Republic,1990-02-28,
17120,,India,1963-11-30,
17121,,Greece,1956-04-30,
17122,97.48196,Slovak Republic,2010-02-28,
17123,101.569,Mexico,1984-05-31,
17124,95.35895,Germany,1967-02-28,
17125,99.77813,France,1987-02-28,
17126,,Denmark,1958-05-31,
17127,99.7161,Belgium,1981-09-30,
17128,,Turkey,1987-10-31,
17129,,Chile,1976-09-30,
17130,,Hungary,1985-03-31,
17131,,Austria,1957-07-31,
17132,101.552,Japan,2006-04-30,
17133,,Slovak Republic,1974-09-30,
17134,,Slovenia,1990-06-30,
17135,,Brazil,1963-08-31,
17136,99.37971,India,2006-04-30,
17137,,India,1981-04-30,
17138,,Czech Republic,1984-11-30,
17139,101.6211,United Kingdom,1978-11-30,
17140,,People's Republic of China.,1979-03-31,
17141,,Russia,1968-06-30,
17142,97.66468,Australia,1990-10-31,
17143,100.1073,Greece,1992-04-30,
17144,98.46925,Slovenia,2003-12-31,
17145,100.7189,Austria,1964-03-31,
17146,,Australia,1963-06-30,
17147,,Russia,1971-12-31,
17148,99.45079,Netherlands,1995-12-31,
17149,99.41109,Poland,1991-12-31,
17150,,France,1955-04-30,
17151,,Chile,1987-07-31,
17152,100.7388,Canada,2011-03-31,
17153,100.5452,Czech Republic,1997-05-31,
17154,99.30183,Spain,1982-02-28,
17155,104.1945,Finland,1994-07-31,
17156,,People's Republic of China.,1993-12-31,98.7663
17157,99.4605,Italy,2012-01-31,
17158,102.2224,Turkey,1993-01-31,
17159,100.7061,Japan,1960-06-30,
17160,,People's Republic of China.,1963-08-31,
17161,100.0662,United States,1957-03-31,
17162,,Russia,1977-09-30,
17163,96.7312,Australia,1982-12-31,
17164,98.12218,Luxembourg,2008-09-30,
17165,,Russia,1961-09-30,
17166,101.1969,Spain,1998-02-28,
17167,99.17662,Turkey,2003-05-31,
17168,101.3502,Belgium,2010-08-31,
17169,100.6816,Poland,2010-07-31,
17170,,Chile,1959-11-30,
17171,101.5081,Germany,1990-09-30,
17172,100.9289,Brazil,2004-04-30,
17173,99.42361,Luxembourg,2005-04-30,
17174,,New Zealand,1962-07-31,
17175,,Slovenia,1992-07-31,
17176,99.92596,Netherlands,2015-10-31,
17177,99.62551,Germany,1977-11-30,
17178,99.55474,Luxembourg,1996-07-31,
17179,,Poland,1980-08-31,
17180,,Hungary,1978-12-31,
17181,99.34091,Japan,2002-09-30,
17182,98.54206,Finland,2003-05-31,
17183,,Slovak Republic,1979-01-31,
17184,,Estonia,1958-01-31,
17185,,Norway,1973-09-30,
17186,100.326,Mexico,1998-07-31,
17187,100.7515,Japan,2008-03-31,
17188,100.5131,Finland,2011-06-30,
17189,100.2409,Hungary,2012-12-31,
17190,100.1955,Greece,1976-09-30,
17191,99.61359,Japan,2016-01-31,
17192,101.3386,Belgium,2007-08-31,
17193,99.93996,France,1975-11-30,
17194,100.0242,Netherlands,1986-09-30,
17195,,Finland,1974-04-30,
17196,101.0379,Australia,1980-04-30,
17197,100.4296,Switzerland,1983-10-31,
17198,100.2283,Norway,1995-06-30,
17199,100.6957,Japan,2008-02-29,
17200,100.5155,Ireland,1980-01-31,
17201,100.3106,Norway,1976-12-31,
17202,,Chile,1964-11-30,
17203,98.82393,Denmark,1968-04-30,
17204,99.88138,Mexico,2007-10-31,
17205,98.45666,Germany,1974-09-30,
17206,100.9796,Indonesia,2011-11-30,
17207,99.62457,South Africa,1979-07-31,
17208,100.6687,Greece,2000-06-30,
17209,,India,1980-12-31,
17210,101.3891,Mexico,1985-04-30,
17211,100.7204,Canada,1977-06-30,
17212,,Norway,1961-01-31,
17213,,Indonesia,1955-11-30,
17214,,India,1963-05-31,
17215,100.43,Chile,2013-06-30,
17216,101.2072,South Africa,2005-07-31,
17217,,Mexico,1970-04-30,
17218,,Luxembourg,1984-04-30,
17219,99.82607,Luxembourg,1987-10-31,
17220,,People's Republic of China.,1986-02-28,
17221,,Mexico,1962-07-31,
17222,100.7657,Japan,1970-03-31,
17223,99.88848,Denmark,1987-01-31,
17224,,India,1966-07-31,
17225,,Russia,1968-01-31,
17226,99.59061,Spain,1978-02-28,
17227,,Chile,1973-06-30,
17228,,Korea,1982-07-31,
17229,99.12633,Denmark,1971-05-31,
17230,100.674,Belgium,2008-04-30,
17231,,New Zealand,1964-01-31,
17232,102.2147,Sweden,1983-11-30,
17233,,Indonesia,1961-06-30,
17234,,New Zealand,1976-02-29,
17235,,People's Republic of China.,2001-01-31,97.93494
17236,99.69441,Norway,1991-04-30,
17237,99.14194,Poland,2000-05-31,
17238,98.05074,Slovenia,2012-07-31,
17239,,Poland,1981-11-30,
17240,,People's Republic of China.,1992-11-30,100.3656
17241,,Denmark,1966-11-30,
17242,,Brazil,1984-12-31,
17243,99.59669,Turkey,2002-05-31,
17244,100.0273,Netherlands,1991-12-31,
17245,102.8759,United States,1959-03-31,
17246,101.2513,Netherlands,2000-01-31,
17247,100.6421,Denmark,2005-02-28,
17248,,France,1959-12-31,
17249,,Denmark,1956-07-31,
17250,,Sweden,1963-02-28,
17251,,Indonesia,1989-01-31,
17252,96.26335,Canada,1982-01-31,
17253,101.3706,Japan,1976-10-31,
17254,98.80429,Canada,1969-12-31,
17255,,India,1964-10-31,
17256,97.49654,Russia,1999-02-28,
17257,98.06671,Netherlands,2003-05-31,
17258,,Luxembourg,1967-12-31,
17259,99.08215,Korea,2003-02-28,
17260,101.3606,Sweden,2006-07-31,
17261,100.5973,Netherlands,1974-07-31,
17262,100.9563,Ireland,2005-10-31,
17263,,Russia,1963-01-31,
17264,,Estonia,1976-01-31,
17265,98.48917,Portugal,2002-08-31,
17266,,Slovenia,1966-07-31,
17267,,Estonia,1966-09-30,
17268,,Spain,1959-08-31,
17269,,New Zealand,1972-01-31,
17270,,Russia,1973-11-30,
17271,,Estonia,1957-08-31,
17272,100.5189,Austria,1966-04-30,
17273,101.5366,Italy,1989-03-31,
17274,97.40187,South Africa,1998-09-30,
17275,101.0125,Belgium,2011-07-31,
17276,,Hungary,1972-01-31,
17277,97.55422,South Africa,2003-04-30,
17278,100.3811,Luxembourg,2011-09-30,
17279,100.0885,Germany,1986-03-31,
17280,99.9641,New Zealand,1996-06-30,
17281,98.58759,India,2014-05-31,
17282,103.2729,Czech Republic,2006-12-31,
17283,,Ireland,1963-09-30,
17284,101.0761,India,2011-05-31,
17285,99.99935,Belgium,1998-08-31,
17286,,New Zealand,1975-12-31,
17287,,India,1962-04-30,
17288,,Hungary,1988-11-30,
17289,,Finland,1982-12-31,
17290,,Indonesia,1970-12-31,
17291,100.2834,Norway,1994-09-30,
17292,98.80006,Sweden,1982-08-31,
17293,100.1676,Spain,2001-08-31,
17294,100.807,Austria,1964-12-31,
17295,100.097,Poland,1994-02-28,
17296,99.6739,Hungary,2004-12-31,
17297,,Portugal,1955-08-31,
17298,99.31594,India,2001-08-31,
17299,101.4695,Sweden,1988-05-31,
17300,,India,1965-06-30,
17301,100.4367,Hungary,1994-02-28,
17302,97.15895,Finland,1996-02-29,
17303,99.82983,Japan,1966-09-30,
17304,,Austria,1958-07-31,
17305,,New Zealand,1966-10-31,
17306,101.3955,Spain,1999-02-28,
17307,103.936,Turkey,1990-04-30,
17308,102.4626,Spain,2007-11-30,
17309,,Russia,1970-11-30,
17310,,Hungary,1970-01-31,
17311,103.8712,Estonia,2005-09-30,
17312,101.3342,Italy,1995-11-30,
17313,,Switzerland,1962-02-28,
17314,,Chile,1971-02-28,
17315,,Ireland,1963-01-31,
17316,100.3842,Slovak Republic,1995-07-31,
17317,,Hungary,1960-09-30,
17318,,Italy,1960-04-30,
17319,103.0457,Mexico,1981-11-30,
17320,102.1872,Slovenia,2015-08-31,
17321,,People's Republic of China.,1993-09-30,98.59122
17322,99.0434,Sweden,1977-10-31,
17323,100.8205,United States,2014-10-31,
17324,100.0075,Turkey,1991-12-31,
17325,99.1244,Switzerland,2002-03-31,
17326,,Chile,1980-05-31,
17327,,Switzerland,1962-09-30,
17328,,India,1986-05-31,
17329,,Slovak Republic,1992-04-30,
17330,,People's Republic of China.,1996-03-31,101.4312
17331,100.7112,Luxembourg,2004-07-31,
17332,100.2392,Germany,1996-12-31,
17333,102.9237,Australia,1973-09-30,
17334,,Turkey,1982-08-31,
17335,,Portugal,1961-09-30,
17336,100.2587,Switzerland,1971-06-30,
17337,,Finland,1957-08-31,
17338,99.46824,United Kingdom,2015-11-30,
17339,100.5483,South Africa,2000-09-30,
17340,,Luxembourg,2014-09-30,
17341,,Chile,1961-12-31,
17342,98.11853,Sweden,2002-02-28,
17343,,Slovenia,1966-12-31,
17344,99.35691,France,2012-09-30,
17345,101.2762,Switzerland,1970-03-31,
17346,98.63341,Greece,2002-01-31,
17347,106.9065,Estonia,2006-10-31,
17348,,People's Republic of China.,1955-03-31,
17349,96.67892,New Zealand,1991-01-31,
17350,,Denmark,1959-08-31,
17351,97.64047,Finland,1990-02-28,
17352,,Poland,1985-02-28,
17353,102.3906,Estonia,2015-10-31,
17354,100.1821,Ireland,2005-08-31,
17355,100.1535,Netherlands,1986-07-31,
17356,,Portugal,1965-10-31,
17357,101.2829,Canada,1994-02-28,
17358,,India,1973-10-31,
17359,101.0575,Israel,2011-11-30,
17360,102.7688,Italy,1979-08-31,
17361,,Chile,1981-11-30,
17362,,Czech Republic,1985-04-30,
17363,,Slovenia,1994-08-31,
17364,,Turkey,1960-10-31,
17365,96.34637,Israel,2009-07-31,
17366,,Indonesia,1982-11-30,
17367,,Hungary,1959-06-30,
17368,,Slovenia,1981-07-31,
17369,102.3246,Finland,1999-09-30,
17370,,Luxembourg,1966-10-31,
17371,,Israel,1965-08-31,
17372,,Austria,1958-10-31,
17373,100.7371,Canada,2010-09-30,
17374,99.64483,France,2012-07-31,
17375,98.48801,Norway,1978-01-31,
17376,98.92904,Norway,1998-08-31,
17377,100.6093,South Africa,1983-05-31,
17378,,Portugal,1964-09-30,
17379,,People's Republic of China.,2010-01-31,101.394
17380,100.0996,Denmark,1970-05-31,
17381,,India,1977-08-31,
17382,99.01579,Indonesia,2008-03-31,
17383,99.3897,Russia,2013-06-30,
17384,101.7585,Spain,2015-02-28,
17385,,Greece,1958-10-31,
17386,99.41251,Italy,2009-10-31,
17387,100.5646,Indonesia,2012-02-29,
17388,,Luxembourg,2014-11-30,
17389,100.0929,United Kingdom,2001-06-30,
17390,100.3596,Australia,1974-05-31,
17391,97.05479,South Africa,1977-02-28,
17392,97.64335,Switzerland,1983-01-31,
17393,100.2282,Mexico,2015-05-31,
17394,101.237,Portugal,1981-09-30,
17395,,Hungary,1975-01-31,
17396,,People's Republic of China.,1981-01-31,
17397,100.5407,Brazil,2013-01-31,
17398,,Hungary,1980-02-29,
17399,100.3283,Poland,2014-10-31,
17400,,Brazil,1977-02-28,
17401,100.8293,Belgium,1976-06-30,
17402,100.8511,Canada,2010-07-31,
17403,,Austria,1960-04-30,
17404,,Denmark,1955-06-30,
17405,,India,1982-06-30,
17406,101.1382,Greece,2006-11-30,
17407,99.28172,Denmark,2012-06-30,
17408,104.277,United Kingdom,1972-05-31,
17409,100.8554,Canada,2010-12-31,
17410,,Poland,1974-06-30,
17411,99.40778,United States,1992-03-31,
17412,,Indonesia,1985-04-30,
17413,97.85136,South Africa,1982-09-30,
17414,100.1079,Israel,2015-05-31,
17415,100.013,Japan,1997-09-30,
17416,,New Zealand,1955-08-31,
17417,98.68929,Spain,1976-07-31,
17418,100.9704,South Africa,2002-03-31,
17419,,Slovak Republic,1956-08-31,
17420,100.1697,Spain,1987-05-31,
17421,100.6528,Italy,1997-11-30,
17422,101.2924,Slovak Republic,1998-08-31,
17423,,Estonia,1991-11-30,
17424,99.97796,Slovak Republic,2013-12-31,
17425,100.6178,Brazil,2004-11-30,
17426,,South Africa,1958-01-31,
17427,101.638,Switzerland,1997-12-31,
17428,99.27133,Japan,1963-04-30,
17429,96.34569,Belgium,1974-12-31,
17430,,Slovak Republic,1966-04-30,
17431,,Korea,1957-07-31,
17432,,Russia,1992-05-31,
17433,,Ireland,1972-02-29,
17434,,Slovenia,1970-12-31,
17435,,Ireland,1964-08-31,
17436,97.08493,United Kingdom,1980-12-31,
17437,,Portugal,1961-02-28,
17438,,Czech Republic,1989-09-30,
17439,101.3122,Turkey,2011-07-31,
17440,100.9196,Brazil,1994-02-28,
17441,,Estonia,1994-04-30,
17442,100.5623,Chile,2006-02-28,
17443,,Russia,1979-02-28,
17444,,Spain,1969-04-30,
17445,102.857,United States,1959-05-31,
17446,100.7695,Netherlands,1968-07-31,
17447,100.2707,Australia,2005-01-31,
17448,98.57893,Brazil,2001-10-31,
17449,99.67864,Japan,2010-02-28,
17450,99.6651,Australia,1976-01-31,
17451,,Slovenia,1955-04-30,
17452,,Brazil,1974-06-30,
17453,100.8524,United States,2014-06-30,
17454,,New Zealand,1967-01-31,
17455,,People's Republic of China.,2005-10-31,100.0526
17456,,Turkey,1980-12-31,
17457,,India,1969-11-30,
17458,,Spain,1958-06-30,
17459,,Indonesia,1963-04-30,
17460,90.24021,Turkey,2009-02-28,
17461,,Portugal,1960-07-31,
17462,101.2117,Slovenia,1997-08-31,
17463,102.5962,Canada,1973-05-31,
17464,,Indonesia,1961-07-31,
17465,,Estonia,1969-03-31,
17466,,South Africa,1967-07-31,
17467,101.1324,Austria,1972-08-31,
17468,98.29354,Estonia,2013-02-28,
17469,101.0478,Sweden,1974-11-30,
17470,,Czech Republic,1981-09-30,
17471,100.7265,Portugal,1990-08-31,
17472,100.7838,Poland,2002-12-31,
17473,,Estonia,1986-11-30,
17474,,Turkey,1968-07-31,
17475,101.9601,Japan,1961-02-28,
17476,104.8429,Turkey,2000-08-31,
17477,102.1528,Denmark,1979-06-30,
17478,,Poland,1963-12-31,
17479,,Finland,1956-06-30,
17480,,Mexico,1964-11-30,
17481,102.1206,Spain,1989-12-31,
17482,101.0515,Japan,2014-03-31,
17483,,Norway,1959-11-30,
17484,,South Africa,1965-01-31,
17485,100.5132,Ireland,1979-10-31,
17486,,Spain,1963-10-31,
17487,,Korea,1979-01-31,
17488,,Chile,1985-02-28,
17489,,Indonesia,1962-04-30,
17490,99.00565,Mexico,2007-03-31,
17491,100.7377,Norway,1984-08-31,
17492,97.58527,Indonesia,1998-01-31,
17493,,Poland,1980-01-31,
17494,94.09743,Turkey,2001-08-31,
17495,,Turkey,1983-02-28,
17496,,Israel,1992-07-31,
17497,102.9159,Mexico,1980-02-29,
17498,99.0247,Ireland,2011-11-30,
17499,100.6911,United States,1968-05-31,
17500,99.63926,Austria,2002-07-31,
17501,99.29946,France,1993-12-31,
17502,101.3186,Austria,1999-11-30,
17503,100.4548,Hungary,2011-08-31,
17504,98.96515,Ireland,2011-10-31,
17505,101.9105,Japan,1988-05-31,
17506,98.25174,Germany,1963-02-28,
17507,100.2221,Denmark,2014-05-31,
17508,102.0692,Netherlands,1973-11-30,
17509,,New Zealand,1978-11-30,
17510,102.7469,Australia,1973-10-31,
17511,,Slovak Republic,1992-09-30,
17512,99.01666,Portugal,2005-06-30,
17513,98.28419,Canada,1970-02-28,
17514,101.0842,Germany,2013-11-30,
17515,100.6019,United Kingdom,1977-06-30,
17516,99.16497,Greece,1990-10-31,
17517,99.03458,Austria,2008-08-31,
17518,99.99865,Netherlands,1991-11-30,
17519,98.07819,Spain,1986-01-31,
17520,99.16689,New Zealand,1987-09-30,
17521,103.0723,United States,1973-03-31,
17522,101.9513,Italy,1994-10-31,
17523,98.53947,Finland,2002-11-30,
17524,100.3277,Slovak Republic,2014-07-31,
17525,,Slovenia,1964-04-30,
17526,,Hungary,1986-08-31,
17527,100.9927,Mexico,2010-02-28,
17528,,South Africa,1955-10-31,
17529,,India,1971-06-30,
17530,,India,1981-08-31,
17531,,Slovenia,1976-06-30,
17532,,Estonia,1984-04-30,
17533,,Korea,1983-05-31,
17534,98.13943,Poland,2008-11-30,
17535,101.0049,Poland,1996-05-31,
17536,100.8269,United States,1997-12-31,
17537,,Finland,1969-10-31,
17538,100.9012,Germany,1984-05-31,
17539,,Luxembourg,2015-06-30,
17540,101.5291,Mexico,1997-06-30,
17541,99.99315,Poland,2004-12-31,
17542,101.103,Norway,1990-09-30,
17543,,Hungary,1977-02-28,
17544,100.7402,Turkey,2006-03-31,
17545,99.49055,Israel,1996-07-31,
17546,,France,1961-06-30,
17547,100.8794,Germany,1989-05-31,
17548,,Czech Republic,1957-08-31,
17549,100.0171,Australia,1985-12-31,
17550,100.5607,Portugal,2013-12-31,
17551,99.44411,Netherlands,2012-03-31,
17552,100.8409,Sweden,1976-06-30,
17553,102.8834,Finland,1987-12-31,
17554,99.05421,United States,1981-06-30,
17555,,Spain,1971-08-31,
17556,,Ireland,1969-08-31,
17557,,Australia,1959-11-30,
17558,100.0221,Italy,1990-11-30,
17559,,France,1956-10-31,
17560,100.7169,United Kingdom,1964-11-30,
17561,101.4453,Austria,1980-04-30,
17562,94.92549,Turkey,1999-02-28,
17563,98.68685,Russia,1995-06-30,
17564,,People's Republic of China.,2005-05-31,100.0315
17565,102.3954,Portugal,1979-11-30,
17566,102.1975,Brazil,2010-10-31,
17567,100.1156,Norway,1993-11-30,
17568,,Turkey,1972-05-31,
17569,96.59495,Ireland,2003-03-31,
17570,99.86678,Austria,2013-06-30,
17571,100.3598,Israel,2005-10-31,
17572,99.96274,Finland,1996-09-30,
17573,101.3309,Hungary,2007-03-31,
17574,90.99153,Indonesia,1998-05-31,
17575,99.80096,Switzerland,1995-07-31,
17576,100.9702,Belgium,1994-08-31,
17577,99.5591,Ireland,2013-04-30,
17578,,India,1974-03-31,
17579,101.6885,Austria,1972-10-31,
17580,,Chile,1972-02-29,
17581,,Czech Republic,1985-12-31,
17582,101.6451,Sweden,2006-09-30,
17583,101.9566,Germany,1976-06-30,
17584,99.91711,Australia,1998-10-31,
17585,97.62132,Estonia,2013-07-31,
17586,,Czech Republic,1965-10-31,
17587,96.925,United Kingdom,1974-04-30,
17588,91.75662,Indonesia,1998-11-30,
17589,100.9472,Sweden,2010-07-31,
17590,98.64426,Italy,1965-12-31,
17591,99.02522,Netherlands,1981-06-30,
17592,,Russia,1969-06-30,
17593,,Poland,1963-11-30,
17594,101.1928,New Zealand,1989-07-31,
17595,,Korea,1969-06-30,
17596,100.3091,Turkey,1992-04-30,
17597,100.6023,France,1990-08-31,
17598,,Mexico,1970-06-30,
17599,99.7205,Norway,2001-08-31,
17600,101.1404,Hungary,2000-11-30,
17601,,Slovak Republic,1957-01-31,
17602,99.98128,Netherlands,2004-09-30,
17603,,Brazil,1987-09-30,
17604,101.2799,Belgium,1994-11-30,
17605,100.0488,Belgium,2005-11-30,
17606,,Korea,1975-02-28,
17607,97.35051,United States,1975-06-30,
17608,,Ireland,1963-05-31,
17609,100.8224,Switzerland,2014-03-31,
17610,101.1319,Canada,2010-04-30,
17611,,Chile,1957-07-31,
17612,,People's Republic of China.,2015-05-31,99.18481
17613,99.60507,Germany,1977-10-31,
17614,99.94682,Germany,2015-01-31,
17615,100.9087,Mexico,2009-09-30,
17616,,Slovak Republic,1977-07-31,
17617,100.3051,Belgium,1972-06-30,
17618,101.6002,Italy,2007-11-30,
17619,100.044,Netherlands,1998-09-30,
17620,99.22993,Denmark,2004-03-31,
17621,,Hungary,1966-09-30,
17622,,Turkey,1974-11-30,
17623,,Czech Republic,1958-01-31,
17624,99.3899,Netherlands,2001-07-31,
17625,,Sweden,1967-02-28,
17626,100.6654,Norway,1989-12-31,
17627,99.89741,France,1980-06-30,
17628,99.62283,Italy,1976-11-30,
17629,95.97356,Portugal,2009-05-31,
17630,,Israel,1981-01-31,
17631,99.63068,United States,2010-09-30,
17632,,Slovenia,1969-12-31,
17633,99.03338,Greece,2015-07-31,
17634,99.31376,Denmark,1968-06-30,
17635,99.01498,Mexico,2015-09-30,
17636,,Slovenia,1975-04-30,
17637,,Slovenia,1973-01-31,
17638,99.97944,United States,1985-09-30,
17639,98.48235,Spain,1993-11-30,
17640,99.6806,Italy,2002-01-31,
17641,99.85499,Hungary,2012-07-31,
17642,,Russia,1968-07-31,
17643,100.2864,Brazil,1991-02-28,
17644,,Spain,1955-11-30,
17645,99.69151,Slovenia,2002-01-31,
17646,100.3085,Canada,1981-04-30,
17647,100.9817,Austria,2010-06-30,
17648,,Portugal,1970-07-31,
17649,100.8115,Denmark,2011-03-31,
17650,,Finland,1955-03-31,
17651,,Brazil,1964-11-30,
17652,101.2182,Czech Republic,1995-10-31,
17653,,Spain,1964-05-31,
17654,,Poland,1966-01-31,
17655,100.7368,Belgium,1989-01-31,
17656,98.0088,United Kingdom,1975-08-31,
17657,,Switzerland,1963-02-28,
17658,,People's Republic of China.,1965-08-31,
17659,99.25939,Australia,2000-09-30,
17660,101.6444,Belgium,1969-09-30,
17661,98.05701,Italy,2012-08-31,
17662,100.3831,Canada,1959-09-30,
17663,100.1562,Brazil,2013-03-31,
17664,,Chile,1980-03-31,
17665,100.6885,Italy,2015-06-30,
17666,,Slovak Republic,1993-02-28,
17667,,People's Republic of China.,2011-11-30,100.1945
17668,,Czech Republic,1982-11-30,
17669,100.1895,Japan,2011-03-31,
17670,,India,1967-11-30,
17671,101.6936,Sweden,2000-10-31,
17672,100.1822,Italy,1982-04-30,
17673,98.21606,Sweden,2009-12-31,
17674,,Slovenia,1984-12-31,
17675,98.49956,United States,1961-01-31,
17676,,Sweden,1964-05-31,
17677,101.3762,South Africa,2005-08-31,
17678,,Korea,1964-09-30,
17679,100.666,Turkey,2014-06-30,
17680,97.59434,Italy,1964-05-31,
17681,,Slovak Republic,1969-04-30,
17682,99.34015,Japan,1959-06-30,
17683,100.3852,New Zealand,1996-01-31,
